pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad,st_mass,sy_dist
TOI-2107 b,13.57407563,263.79757781,1397.0,2.4545467,5627.0,0.932,0.961,236.705
HIP 54597 b,13.3,762.7881768,,3274.0,4799.0,0.66,0.8,39.7429
K2-249 b,2.79,8.2,1061.0,12.409,6504.0,1.57,1.32,521.716
K2-246 b,3.49,12.0,977.0,5.76918,5610.0,0.94,0.87,703.616
TOI-559 b,12.22899794,1910.14872607,1180.0,6.9839095,5925.0,1.233,1.026,233.266
HD 134606 d,7.59,44.8,,966.5,5576.0,1.158,1.046,26.7909
HD 12661 b,13.3,772.3269,,262.70862,5645.0,1.2,1.2,37.8478
HD 4203 b,13.3,708.7609,,431.88,5596.0,1.42,1.25,81.3795
CoRoT-13 b,9.92,415.704,1700.0,4.03519,5945.0,1.01,1.09,1148.93
HD 122562 c,10.1,73.10053361,,84.96276,4956.0,2.16627,1.241,53.2528
HD 49674 b,6.2,31.783,,4.94737,5602.0,1.02,1.03,43.0399
30 Ari B b,12.3,4392.4106,,335.10001,6331.0,1.41,1.93,44.657
HD 62509 b,13.3,731.0,,589.64,4892.63,8.9,2.0,10.34
HD 208527 b,12.5,3146.4,,875.5,4035.0,51.1,1.6,312.202
HD 167768 b,13.9,270.15414595,,20.6532,4851.0,9.7,1.08,107.214
rho CrB d,4.94,21.6,,282.2,5817.0,1.35,0.95,17.4671
TOI-3362 b,12.80065596,1598.3590588,688.0,18.09547,6532.0,1.83,1.445,366.987
47 UMa c,14.2,171.621,,2391.0,5872.0,1.21334,1.06,13.7967
BD-11 4672 b,14.1,206.5895,,1634.0,4550.0,0.639,0.651,27.1665
HATS-44 b,11.960003,177.9848,1161.0,2.7439004,5080.0,0.847,0.86,446.035
rho CrB b,13.7,347.38644885,614.0,39.8438,5817.0,1.35,0.95,17.4671
HD 110067 f,2.601,5.04,489.0,41.05854,5266.0,0.788,0.798,32.1585
HD 110067 g,2.607,8.4,440.0,54.76992,5266.0,0.788,0.798,32.1585
2MASS J01033563-5515561 AB b,12.3,4131.79,,,,,0.19,47.2
HD 7199 b,11.1,85.8141,,615.0,5371.0,0.97,0.77,36.1531
KOI-55 c,0.867,0.655,,0.342887,27730.0,0.203,0.496,1231.02
HD 79498 b,13.6,425.8922,,1807.0,5748.0,1.05,1.08,48.9489
Kepler-1096 b,1.24,2.07,794.0,2.892217506,4306.0,0.63,0.66,377.976
K2-333 b,6.18,31.6,826.0,14.759287,5880.0,1.22,1.06,343.99
K2-350 c,2.74,7.95,687.0,19.991944,5789.0,1.04,0.98,489.368
K2-330 b,2.77,8.1,969.0,13.774798,6232.0,1.5,1.23,160.125
Kepler-1095 b,1.21,1.92,1108.0,4.27103091,5658.0,0.92,0.94,792.522
6 Lyn b,13.4,597.83523357,,919.86,4941.0,4.94,1.32,54.6599
HD 77338 b,4.12,15.9,,5.7361,5341.0,0.97,1.37,45.935
GJ 3021 b,13.1,1071.04,350.0,133.71,5540.0,0.9,0.9,17.5559
GJ 3634 b,2.83,8.4,,2.64561,3517.0,0.43,0.45,20.3779
GJ 674 b,3.33,11.09,,4.6938,3600.0,0.36463,0.35,4.54896
HD 37605 c,13.1,1013.8777,,2720.0,5329.0,0.91,0.94,46.7864
HD 142 b,12.7,2256.5816897,,351.43394,6245.0,1.47,1.21,26.1853
HD 142 A d,10.9,82.63538582,,108.45299,6273.0,1.413203,1.21,26.1853
HD 175167 b,12.3,4703.8604236,,1175.0,5635.0,1.75,1.09,71.0863
HD 189567 b,2.85,8.5,,14.288,5726.0,1.04,0.83,17.9055
HD 96700 c,1.69,3.5,,19.88,5845.0,1.16,0.89,25.4111
K2-49 b,1.93,4.38,,2.77065,4175.0,0.45,0.51,457.125
K2-83 c,1.483,2.8,,9.99767,3910.0,0.424,0.484,125.529
HD 155918 c,12.8,1878.04805696,,17202.19446,5771.84,1.01906,1.03,27.561
HD 190647 b,13.4,630.89255,,1176.45,5656.0,1.376,1.069,54.4738
BD+15 2940 b,13.7,352.78,,137.48,4796.0,14.7,1.1,426.42
Kepler-123 b,2.94,55.3,817.0,17.232366,6089.0,1.264,1.079,1021.66
HD 200964 c,13.7,385.84562,,852.5,4982.0,4.92,1.39,72.5922
K2-239 b,1.1,1.37,502.0,5.24,3420.0,0.36,0.4,31.0849
HD 206610 b,13.4,647.10188,,673.2,4842.0,6.12,1.55,147.192
KMT-2021-BLG-1898L b,14.0,232.01473711,,,,,0.48,6900.0
8 UMi b,13.6,416.3573,,93.4,4847.0,10.3,1.44,162.552
K2-206 b,2.79522879,8.22,,18.294549,5043.0,0.758046,0.789481,244.443
HD 111232 b,12.6,2531.50326176,,1169.13202,5512.0,0.9,0.96,28.9571
K2-231 b,2.5,6.8,,13.841901,5695.0,0.95,1.01,321.215
K2-80 b,2.01,4.7,,19.0918,5441.0,0.87,0.9,200.802
K2-407 b,1.283,2.19,,4.941907,5563.0,0.927,0.881,218.376
GJ 1214 b,2.733,8.41,567.0,1.580404531,3101.0,0.2162,0.182,14.6427
HATS-54 b,11.37711541,239.32479047,1429.0,2.5441765,5621.0,1.23,1.05,748.585
KMT-2019-BLG-0414L b,12.9,1452.47581999,,,,,0.74,4410.0
Kepler-128 c,1.521,3.38,843.0,22.8,6072.0,1.659,1.184,396.379
Kepler-810 b,1.93,4.38,1105.0,4.59725385,5803.0,1.04,1.03,1458.59
Kepler-1061 b,1.98,4.58,1332.0,2.757982666,6067.0,1.07,1.09,543.375
Kepler-1544 b,1.78,3.82,269.0,168.811174,4886.0,0.74,0.81,335.09
Kepler-160 b,1.715,3.59,1134.0,4.309397,5471.0,1.118,1.003,937.013
Kepler-11 g,3.33,25.0,376.0,118.3807,5663.0,1.065,0.961,646.346
HD 100655 b,13.5,511.7063,,157.57001,4891.0,10.06,2.28,137.178
HD 210277 b,13.6,410.0007,,442.19,5538.0,1.07,1.01,21.2985
HD 21693 b,2.8,8.23,,22.6786,5430.0,0.914378,0.8,33.255
HD 10180 f,5.24,23.9,,122.744,5911.0,1.109,1.06,38.9607
HD 10180 g,4.91,21.4,,604.67,5911.0,1.109,1.06,38.9607
HD 11506 b,12.9,1551.00262616,,1617.7,6123.0,1.24,1.22,51.261
TOI-178 g,2.87,3.94,470.0,20.7095,4316.0,0.651,0.65,62.699
WASP-79 b,17.14974047,270.15414595,1716.2,3.662392,6600.0,1.51,1.39,246.69
WASP-121 b,19.64934317,367.7274669,2720.0,1.27492504,6776.0,1.458,1.358,269.898
WASP-77 A b,13.78704626,529.81995447,1715.0,1.36002854,5617.0,0.91,0.903,105.166
Kepler-733 b,2.82,8.35,595.0,20.83424726,5418.0,0.86,0.9,916.706
Kepler-1218 b,1.44,2.67,684.0,22.9221266,5986.0,1.1,1.06,840.503
Kepler-1222 b,0.79,0.418,1246.0,1.916944254,5239.0,0.8,0.84,415.218
Kepler-928 b,1.59,3.15,894.0,3.932461302,4700.0,0.7,0.73,508.809
HAT-P-52 b,11.309881,259.98494,1218.0,2.7535953,5131.0,0.893,0.887,361.155
TOI-700 c,2.6,7.27,356.0,16.051137,3459.0,0.421,0.415,31.1265
HD 176986 c,2.98,9.18,,16.8191,4931.0,0.782,0.789,27.7843
GJ 15 A b,1.55,3.03,550.0,11.4407,3607.0,0.38,0.38,3.56228
HD 143361 b,12.9,1382.55357045,,1039.15,5507.0,0.916,0.968,68.5146
TOI-2373 b,10.42435205,2955.8041851,860.0,13.33668,5651.0,1.102,1.041,508.686
GJ 581 b,4.79,20.5,,5.3686,3500.0,0.302,0.295,6.2981
WASP-160 B b,12.21781,88.35674,1119.0,3.7684952,5298.0,0.868,0.87,288.326
WASP-61 b,15.80469,851.7844,1624.4,3.8559,6250.0,1.55,1.82,488.66
GJ 3998 b,1.39,2.5,,2.65033,3726.0,0.5,0.52,18.1459
GJ 3998 c,2.5,6.82,,13.727,3726.0,0.5,0.52,18.1459
Barnard b,0.72,0.299,438.0,3.1542,3195.0,0.185,0.162,1.82655
Barnard c,0.743,0.335,400.0,4.1244,3195.0,0.185,0.162,1.82655
Barnard d,0.694,0.263,483.0,2.3402,3195.0,0.185,0.162,1.82655
Barnard e,0.637,0.193,340.0,6.7392,3195.0,0.185,0.162,1.82655
GJ 3998 d,2.34,6.07,,41.78,3726.0,0.5,0.52,18.1459
K2-153 b,2.0,4.66,497.0,7.51574,3845.0,0.53,0.55,143.125
K2-387 b,7.322,42.2,,28.735327,3572.0,0.585,0.57,266.318
GJ 3293 c,4.87,21.09,,122.6196,3466.0,0.404,0.42,20.1903
GJ 876 c,14.0,226.9846,,30.0881,3293.74,0.3,0.32,4.67517
K2-87 b,7.6,44.9,979.0,9.726618,5747.0,1.401,1.164,491.242
HIP 79098 AB b,12.1,6515.515,2450.0,,9193.75,,3.75,145.798
K2-396 c,3.124,9.93,,25.76051,5236.0,0.92,0.954,274.864
TOI-1408 b,25.0,593.0,1131.0,4.42587,6117.0,1.53,1.312,139.484
HD 16417 b,5.0,22.1,,17.24,5841.0,1.639984,1.2,25.3936
OGLE-2014-BLG-0124L b,14.1,206.58846455,,,,,0.9,3500.0
TOI-2421 b,10.36830715,105.83685953,1534.0,4.3474032,5607.0,1.75,1.131,327.927
Kepler-789 b,2.12,5.14,1419.0,8.63847725,5870.0,1.02,1.01,1480.16
Kepler-48 e,13.4,657.0,,982.0,5194.0,0.89,0.88,306.738
Kepler-1800 b,0.99679734,0.961,1533.0,4.562029839,5343.0,2.506,1.33,350.455
Kepler-591 b,3.39,11.4,436.0,81.1694299,5677.0,0.94,0.97,785.137
TIC 172900988 b,11.25,942.0,,200.452,6050.0,1.3842,1.2384,250.956
Kepler-401 b,1.71,3.57,889.0,14.383035,6117.0,1.333,1.173,965.56
HD 114082 b,11.2089807,2542.627256,,109.75,6651.0,1.49,1.47,95.3906
HD 110113 b,2.05,4.55,1371.0,2.541,5732.0,0.968,0.997,106.307
TOI-238 b,1.612,3.4,1456.61,1.273114,5080.0,0.75,0.788,80.5407
MASCARA-4 b,17.14977,985.273,2100.0,2.82406,7800.0,1.92,1.75,170.696
MWC 758 c,,,500.0,,7314.0,2.01446,1.5,159.537
TOI-1194 b,8.71664516,120.0,1264.29,2.3106446,5394.0,0.9608,0.9835,149.667
TOI-1062 b,2.265,10.15,1077.0,4.11296,5328.0,0.84,0.94,82.1733
TOI-431 d,3.29,9.9,633.0,12.46103,4850.0,0.731,0.78,32.5686
LHS 1140 b,1.73,5.6,226.0,24.73723,3096.0,0.2159,0.1844,14.9861
TOI-5126 c,3.86,14.2,971.0,17.8999,6150.0,1.241,1.24,160.414
HD 169830 c,12.6,2437.42605328,,1818.82339,6179.26,1.935709,1.17,37.6048
HD 167677 b,13.2,905.81095995,,1820.0,5474.0,0.95271,0.96,54.3258
KMT-2021-BLG-2010L b,13.8,340.07639549,,,,,0.37,7090.0
KMT-2022-BLG-1013L b,12.1,98.52680617,,,,,0.18,7710.0
HATS-74 A b,11.56766808,464.02947422,895.1,1.73185606,3776.9,0.5758,0.601,299.389
Kepler-179 c,2.0,4.66,810.0,6.40013,5302.0,0.759,0.893,605.68
Kepler-1270 b,3.32,11.0,1598.0,6.03356196,5047.0,3.38,1.28,1095.05
Kepler-1816 b,1.9679397,4.53,310.0,91.50099945,5051.0,0.706,0.786,437.823
Kepler-182 b,2.58,7.18,935.0,9.825792,6250.0,1.146,1.114,1549.09
OGLE-2017-BLG-0173L b,1.62,3.269,,,,,0.396,4705.0
WASP-4 b,14.807089,376.94638,1673.0,1.338231466,5400.0,0.893,0.864,267.206
HD 1605 c,13.0,1150.5446,,2149.0,4915.0,3.49,1.33,88.8047
Kepler-396 b,3.5,75.5,496.0,42.994,5656.0,1.06,0.85,223.757
Kepler-148 d,8.68,56.3,413.0,51.84688575,5172.0,0.81,0.86,791.163
HD 134606 c,3.37,11.31,,58.883,5576.0,1.158,1.046,26.7909
HD 9174 b,13.7,352.7913,,1179.0,5577.0,1.67,1.03,81.4893
HD 32518 b,13.2,905.49313154,,157.35,4580.0,10.22,1.13,122.115
HD 136352 c,2.916,11.24,677.0,27.59221,5664.0,1.058,0.87,14.682
Qatar-8 b,14.403565,117.91493,1457.0,3.71495,5738.0,1.315,1.029,281.498
TOI-201 b,11.298672,133.4886,759.0,52.97818,6394.0,1.317,1.316,113.825
Kepler-1207 b,1.62,3.26,802.0,13.68237119,5909.0,1.06,1.06,1754.19
K2-161 b,6.11721229,31.1,,9.283188,4972.0,2.568173,0.986876,916.319
K2-73 b,2.45,6.57,,7.49543,5922.0,1.06,1.05,269.183
HD 165155 b,13.2,918.5287,,434.5,5426.0,0.95,1.02,63.3574
OGLE-2017-BLG-1140L b,13.5,505.0,,,,,0.211,
EPIC 206024342 d,2.6,7.27,,14.647531,5724.0,1.1,0.928,369.888
HAT-P-24 b,14.5717,238.3725,1637.0,3.35524,6373.0,1.317,1.191,415.344
HAT-P-33 b,20.73665,292.4036,1782.0,3.47447,6446.0,1.637,1.375,396.11
HAT-P-39 b,17.609,190.372,1752.0,3.54387,6424.0,1.75841,1.404,697.004
K2-345 b,2.11,5.1,437.0,10.367437,3779.0,0.52,0.56,162.408
K2-352 d,2.23,5.6,727.0,14.871387,5791.0,0.95,0.98,176.051
K2-389 b,2.184,5.41,,8.584043,5782.0,1.084,0.802,259.208
K2-378 b,2.88,8.65,,2.060438,4823.0,0.732,0.923,687.973
HATS-8 b,9.785457,43.86054,1324.0,3.583893,5679.0,1.086,1.056,794.637
HD 180617 b,3.53,12.214,,105.911,3534.0,0.481,0.484,5.91059
LTT 3780 c,2.39,8.04,359.0,12.252284,3358.0,0.38,0.381,21.9814
HAT-P-67 b,23.370765,108.0622,1903.0,4.8101025,6406.0,2.546,1.642,371.686
55 Cnc d,13.0,1232.493,,5574.2,5172.0,0.943,0.905,12.5855
K2-268 d,1.49,2.83,888.0,4.528598,5106.0,0.78,0.84,327.783
K2-222 b,2.35,8.7,871.0,15.38857,5902.7,1.121529,0.950497,101.321
HD 219134 h,12.7,108.0622,,2247.0,4913.0,0.77,0.794,6.53127
LHS 3844 b,1.303,2.25,805.0,0.46292913,3036.0,0.189,0.151,14.8846
Kepler-1064 b,1.55,3.02,570.0,16.54080322,5153.0,0.79,0.85,374.0
Kepler-1078 b,1.9,4.27,1122.0,3.00725242,5612.0,0.92,0.94,2481.71
Kepler-170 b,3.2,82.6,899.0,7.930592,5679.0,1.035,1.066,738.657
Kepler-172 d,2.25,5.69,736.0,14.627119,5526.0,1.085,1.081,828.592
Kepler-1731 b,2.93295657,8.92,486.0,21.76129913,4859.0,0.72,0.781,169.948
Kepler-1089 b,1.83,4.01,584.0,5.132485618,3753.0,0.49,0.52,259.328
HD 118203 c,12.4,3527.8953177,146.0,5070.0,5872.0,2.1,1.353,92.2589
WASP-47 e,1.83,9.0,,0.78961,5371.0,1.156,1.04,264.78
K2-18 c,2.65,7.51,363.0,8.962,3457.0,0.444516,0.4951,38.0266
K2-155 b,1.8,3.89,708.0,6.342,3919.0,0.58,0.65,72.7998
TOI-2211.01,1.561,3.06,1057.09,3.092686757,5253.0,0.834,0.9,70.2932
HD 63433 d,1.073,1.25,1040.0,4.209075,5688.0,0.9169,1.001,22.4035
K2-115 b,11.80305668,321.00669107,696.0,20.2729914,5560.0,0.88,0.95,413.591
Kepler-1990 c,0.98,0.904,1170.0,4.06844957,5751.0,1.071,1.028,392.739
Kepler-1991 c,2.57,7.13,634.0,22.79020351,5478.0,1.053,0.914,855.82
Kepler-1992 b,0.91,0.693,637.0,15.6112238,5383.0,0.842,0.874,532.955
Kepler-1409 b,1.04,1.12,1733.0,0.764864926,5160.0,0.79,0.83,694.89
Kepler-1485 b,1.47,2.76,728.0,19.9157725,6087.0,1.12,1.11,615.66
Kepler-1541 b,1.16,1.65,1048.0,8.40691199,5282.0,0.81,0.86,416.692
K2-181 b,2.83587212,8.43,1015.0,6.893813,5609.0,1.07,1.043879,360.911
K2-182 b,2.71257333,20.97667486,965.8,4.7369696,5181.0,0.8,0.865,154.83
HAT-P-23 b,15.334,664.237,2056.0,1.212884,5905.0,1.203,1.13,364.813
WASP-38 b,13.78707,1093.3352,1250.0,6.87188,6180.0,1.52,1.76,136.24
WASP-41 b,12.3299,270.1555,1244.0,3.0524,5545.0,0.83,0.81,163.371
HATS-49 b,8.574885,112.19399,834.8,4.1480467,4405.0,0.6977,0.7133,324.413
HD 75898 b,13.2,810.46243785,,422.82,6122.0,1.55,1.295,78.0505
HATS-4 b,11.433,420.471,1315.0,2.516729,5403.0,0.925,1.001,416.459
WASP-60 b,9.86392,174.8065,1479.0,4.305,5900.0,1.17,1.19,431.052
HD 136352 d,2.562,8.82,431.0,107.245,5664.0,1.058,0.87,14.682
L 98-59 b,0.85,0.4,627.0,2.2531136,3415.0,0.303,0.273,10.6194
L 98-59 d,1.521,1.94,416.0,7.4507245,3415.0,0.303,0.273,10.6194
L 98-59 e,1.56,3.06,342.0,12.796,3415.0,0.303,0.273,10.6194
K2-204 b,3.17214154,10.2,1148.0,7.055908,5755.0,1.253,1.009256,577.235
TOI-1294 b,10.12369881,63.9,1392.74,3.915292,5718.0,1.5566,1.1578,332.648
TOI-1062 c,3.1,9.78,859.0,7.972,5328.0,0.84,0.94,82.1733
KELT-9 b,21.196219,915.3504,4050.0,1.4811235,10170.0,2.362,2.52,204.455
HAT-P-3 b,10.53646,206.5895,1189.0,2.8997,5185.0,0.864196,0.92,134.554
TOI-1173 b,9.19,27.4,868.0,7.06466,5350.0,0.934,0.911,132.353
TOI-421 b,2.64,6.7,922.0,5.197576,5291.0,0.866,0.833,74.7969
HAT-P-27 b,11.43,197.05,1091.99,3.039577,5316.0,0.864673,0.916,199.173
GJ 3470 b,4.57,13.9,593.5,3.3366496,3652.0,0.499698,0.497757,29.4214
WASP-88 b,16.36514,133.4886,1772.0,4.954,6430.0,1.8,0.94,523.756
Kepler-426 b,12.22,108.06,1300.0,3.21751883,5725.0,0.92,0.91,843.695
Kepler-206 c,1.77,3.78,825.0,13.137471,5764.0,1.185,0.957,594.447
Kepler-164 b,1.41,2.57,1141.0,5.03503,5888.0,1.148,1.036,890.758
Kepler-164 d,2.45,6.57,637.0,28.986769,5888.0,1.148,1.036,890.758
Kepler-209 b,2.26,5.73,668.0,16.087845,5513.0,0.935,0.971,576.946
Kepler-1846 b,1.76378826,3.76,552.0,14.82009983,4825.0,0.732,0.785,374.615
Kepler-1848 b,1.4088539,2.57,774.0,5.604020119,4847.0,0.737,0.756,309.696
Kepler-185 b,1.17,1.71,1237.0,1.6329,5208.0,0.806,0.763,466.735
Kepler-1882 b,1.48674404,2.81,894.0,13.78730011,5691.0,1.458,1.068,443.371
Kepler-189 c,2.38,22.7,544.0,20.134866,5235.0,0.75,0.803,591.534
Kepler-19 b,2.209,6.1,851.0,9.28699,5541.0,0.859,0.936,218.562
Kepler-1947 b,1.0101666,1.01,1298.0,6.963630199,6040.0,1.686,0.984,468.771
Kepler-197 c,1.23,5.3,930.0,10.349695,6004.0,1.12,0.857,330.575
HD 25015 b,12.5,2884.92845034,,6134.427,5160.0,0.83,0.86,37.433
HD 220689 b,13.7,381.3940884,,2266.4,5921.0,1.068,1.016,46.8778
HD 23596 b,12.4,3786.607641,,1535.11912,6040.0,1.53,1.1,52.0018
KMT-2018-BLG-1743L b,10.5,77.86795971,,,,,0.193,6483.0
HATS-53 b,15.02006,189.10885,1312.0,3.8537768,5644.0,1.101,0.964,585.77
TOI-5174 b,5.351,24.8,808.37,12.214286,5643.77,1.09457,1.0,197.243
KMT-2016-BLG-2321L b,13.8,301.93698665,,,,,0.73,3580.0
KELT-14 b,19.537287,408.09372,1970.0,1.7100566,5720.0,1.52,1.239,250.121
TOI-813 b,6.71,36.4,610.0,83.8911,5823.7,2.04354,1.32,263.145
WASP-173 A b,13.4508,1172.7927,1880.0,1.38665318,5767.0,1.126594,1.092,232.98
GJ 2126 b,13.6,413.1769291,,272.7,4159.0,0.728,0.65,38.129
TOI-5027 b,10.76062147,642.01338214,1056.0,10.24368,5909.0,0.92,1.02,204.429
TOI-1859 b,9.75181321,68.6,615.0,63.48347,6341.0,1.4,1.287,224.385
TOI-2406 b,2.86,15.6,449.0,3.0766891,3100.0,0.204,0.166,55.419
OGLE-2019-BLG-0304L b,14.2,162.09248757,,,,,0.27,6980.0
GJ 3138 b,1.18,1.78,,1.22003,3717.0,0.5,0.681,28.4712
HD 148164 b,13.7,390.9309,,328.55,6032.0,1.34,1.21,77.1971
EPIC 228836835 b,1.1,1.37,932.0,0.728113,3782.0,0.32,0.418179,150.124
K2-270 c,2.95,9.01,848.0,4.400028,4877.0,0.77,0.85,280.518
HD 24064 b,12.3,4096.8287,,535.59998,4052.0,40.0,1.61,300.247
KMT-2017-BLG-0165L b,6.45,34.0,,,,,0.76,4530.0
BD-06 1339 b,2.85,8.5,,3.8728,4324.0,0.686355,0.7,20.2695
Kepler-1102 b,2.66,7.56,546.0,51.3285623,5724.0,0.94,0.96,1246.05
Kepler-1194 b,1.51,2.89,676.0,16.22371307,5590.0,0.92,0.94,757.382
Kepler-1198 b,1.47,2.76,830.0,7.6847716,5517.0,0.9,0.93,743.03
K2-146 c,2.19,7.49,,4.00498,3385.0,0.33,0.331,79.3002
Pr0211 c,12.6,2475.8957,,4850.0,5300.0,0.827,0.935,182.714
K2-172 c,3.20569097,10.4,,29.62682,5569.0,0.868889,0.934356,249.742
XO-4 b,14.01125,451.3186,1630.0,4.12508,6397.0,1.45,1.1,272.655
Kepler-300 c,2.25,5.69,516.0,40.714955,5986.0,0.9,1.07,1098.45
Kepler-893 b,3.03,9.43,1034.0,6.33855761,5820.0,0.99,1.0,1285.59
GJ 393 b,1.17,1.71,485.0,7.02679,3579.0,0.426,0.426,7.03149
EPIC 206042996 c,1.2,1.87,,0.354884,4114.0,0.5,0.565,451.769
K2-55 b,3.82,14.0,912.0,2.849258,4456.0,0.63,0.696,159.522
K2-159 b,2.26,5.73,684.0,12.42205,5425.0,0.83,0.9,170.998
HD 332231 b,9.07303305,74.1,798.3,18.712024,6128.0,1.266,1.1642,80.6665
V1298 Tau d,6.41,98.52680617,845.0,12.4032,4941.0,1.407,1.135,108.199
WASP-186 b,12.44199,1341.2426,1378.4,5.026799,6361.0,1.46,1.21,278.514
XO-7 b,15.389957,225.34147,1743.0,2.8641424,6250.0,1.48,1.405,234.149
WASP-8 b,12.66617,807.2882,1059.0,8.15872,5600.0,1.03,1.34,89.9606
K2-377 b,1.693,3.51,,12.832235,4200.0,0.691,0.821,195.149
2MASS J11011926-7732383 b,11.9,8899.195396,2677.0,,,,,
WASP-72 b,14.45961,731.009,2210.0,2.21673,6250.0,2.18,2.78,434.754
K2-72 e,1.29,2.21,,24.158868,3360.47,0.330989,0.271365,66.4321
K2-385 b,1.539,2.98,,2.380867,4844.0,0.761,0.927,420.819
WASP-192 b,13.78707,731.009,1620.0,2.8786765,5910.0,1.32,1.09,508.885
TOI-2266 b,1.54,2.99,550.0,2.326318,3200.0,0.24,0.23,51.6004
HD 66428 b,12.4,3478.94974302,,2269.81726,5716.0,1.13,1.01,53.2817
HD 70642 b,13.0,1239.5307873,,2124.54,5732.0,0.984,1.078,29.276
LkCa 15 c,,,,,4194.0,1.60711,,158.152
MXB 1658-298 b,12.0,7532.571,,760.0,,,1.98,
MOA-2016-BLG-319L b,14.1,200.0,,,,,0.15,6800.0
MOA-2011-BLG-291L b,4.43,18.0,,,,,0.15,4400.0
HIP 91258 b,13.7,346.4347,,5.0505,5519.0,0.89,0.97,45.8846
BD+15 2375 b,13.8,337.21763,,153.22,4649.0,8.95,1.08,768.045
HD 111232 c,12.2,5740.93451564,,26472.44623,5494.0,0.9,0.96,28.9571
EPIC 206042996 b,1.7,3.53,,5.2986,4114.0,0.5,0.565,451.769
CoRoT-21 b,14.5717,718.2958,,2.72474,6200.0,1.95,1.29,1398.83419686
HD 14787 b,13.7,356.28743,,676.6,4946.0,5.01,1.43,119.137
NGC 2682 YBP 1514 b,14.0,127.132,,5.118,5725.0,0.89,0.96,914.221
GJ 1148 c,9.71,68.06,,532.58,3287.0,0.358519,0.344045,11.0143
EPIC 229004835 b,2.332,10.4,804.0,16.141132,5868.0,0.999,0.97,121.971
TOI-431 c,1.49,2.83,867.0,4.8494,4850.0,0.731,0.78,32.5686
CoRoT-26 b,14.12,165.26,1600.0,4.20474,5590.0,1.79,1.09,1045.18
K2-281 b,8.18,50.9,665.0,8.687721,4812.0,0.76,0.82,458.139
HAT-P-44 c,13.0,1271.3,,872.2,5295.0,0.949,0.942,347.85
K2-32 b,5.299,15.0,837.0,8.992,5271.0,0.86,0.83,157.682
Kepler-718 b,16.56,,1497.0,2.052349905,6191.0,1.3,1.18,1302.33
K2-98 b,5.06645928,34.00763955,1185.0,10.1367349,6095.0,1.57,1.2,518.625
K2-226 b,1.53899305,2.98,1187.0,3.27109,5424.0,0.91,0.885981,211.265
K2-371 b,13.024,,956.83,3.114905,4952.0,0.736,0.958,442.813
KELT-3 b,17.48604,616.5902,1816.0,2.70339,6304.0,1.472,1.28,210.252
HATS-65 b,16.824709,260.93843,1634.0,3.105161,6277.0,1.31,1.257,493.32
K2-317 b,2.93,8.91,432.0,6.22,3387.0,0.379,0.403,176.291
HD 92788 b,13.0,1195.0408,,325.803,5744.0,1.14,1.15,34.6538
K2-243 b,2.17,5.35,1035.0,11.54182,6570.0,1.39,1.29,266.864
TOI-4087 b,13.04725353,232.01473711,1458.0,3.1774835,6060.0,1.112,1.178,301.676
TOI-1443 b,2.30381001,30.0,520.66,23.540678,5224.0,0.7511,0.7663,85.8034
HAT-P-2 b,10.659759,2866.81223114,1540.0,5.6335158,6380.0,1.39,1.33,127.774
K2-351 b,2.54,6.99,934.0,7.806164,5769.0,1.05,1.02,694.734
TOI-1386 c,10.3,75.2,327.4,232.0,5735.0,1.0235,1.0363,146.858
Kepler-1517 b,9.76,68.7,2336.0,5.546083665,7010.0,1.95,1.58,847.299
WASP-177 b,17.71022,161.45764,1142.0,3.071722,5017.0,0.885,0.876,176.818
KELT-19 A b,21.40919,1293.5681,1935.0,4.6117093,7500.0,1.83,1.62,300.276
K2-225 b,3.60929179,12.7,923.0,15.8723,5742.0,1.7,1.27,357.778
CoRoT-10 b,10.87,874.0,600.0,13.2406,4921.0,0.79,0.904,338.386
bet Cnc b,12.6,2479.0,,605.2,4092.1,47.2,1.7,89.0472
mu Leo b,13.3,762.8,,357.8,4538.2,11.4,1.5,32.6081
HD 30562 b,13.6,467.20775829,,1157.0,5882.0,1.61,1.12,26.1597
HD 125271 b,12.4,3465.60094993,,14901.99295,4703.93,0.751364,0.75,39.3466
HD 111591 b,12.9,1398.452,,1056.4,4884.0,8.03,1.94,114.166
HD 109988 b,12.1,6935.33366915,,17132.15854,5185.97,0.869694,0.88,42.5279
TOI-1669 b,14.1,191.0,,500.0,5497.0,1.0561,0.9867,111.276
NGTS-23 b,14.20177855,194.82881349,1327.0,4.0764326,6057.0,1.24,1.01,1074.95
TOI-3071 b,7.16,68.2,2155.0,1.266938,6177.0,1.31,1.29,485.219
TOI-3261 b,3.82,30.3,1722.0,0.8831331,5068.0,0.849,0.861,300.141
TOI-3331 A b,12.97999965,721.47048389,1488.0,2.0180231,5609.0,0.952,1.016,217.193
Teegarden's Star d,0.954,0.82,159.0,26.13,3034.0,0.12,0.097,3.83078
Kepler-526 b,1.99,4.62,1099.0,5.458498316,5894.0,1.14,1.15,666.146
Kepler-31 c,5.3,1493.7,615.0,42.6318,6340.0,1.22,1.21,1664.64
HD 112640 b,12.9,1589.15,,613.2,4155.0,39.0,1.8,323.335
Kepler-1674 b,3.2057749,10.4,417.0,62.5611,5473.91,0.877273,0.96,1012.48
KOI-351 f,2.88,8.65,407.0,124.9144,6080.0,1.2,1.2,848.254
